id	advert_id	domain	developer	address	gp	description	entrance_number	floor	area	room_count	flat_number	price	published_at	actualized_at
051a54b2-3ba7-4ee2-854d-83ecf42a4d24	320298	t-dsk.ru	ТДСК	ул. Монтажников, д. 40, подъезд 2, квартира №98		1-комнатная квартира на ул. Монтажников, дом 40 2 подъезд	2	4	39.4	1	98	4250000	2023-06-01 05:39:34.605000+00:00	2023-08-01 00:04:42.827000+00:00
51e874ce-992a-4b10-b6a5-9b4dda6ff090	322718	t-dsk.ru	ТДСК	ул. Монтажников, 42б. (ГП-6.1), подъезд 3, квартира №223	ГП-6	1-комнатная квартира на ул. Монтажников, 42б. ГП-6.1 3 подъезд	3	15	39.7	1	223	4350000	2023-12-15 18:52:40.766000+00:00	2024-01-19 11:31:07.044000+00:00
27df5ffe-9b32-4c36-ba4f-d5a7df55a658	322708	t-dsk.ru	ТДСК	ул. Монтажников, 42б. (ГП-6.1), подъезд 3, квартира №213	ГП-6	1-комнатная квартира на ул. Монтажников, 42б. ГП-6.1 3 подъезд	3	13	39.6	1	213	4350000	2023-12-15 18:52:40.830000+00:00	2024-01-19 11:31:07.044000+00:00
51301e39-a645-4f61-9d64-433bed25e020	147042	t-dsk.ru	ТДСК	ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 4, квартира №207		1-комнатная квартира на ул. Александра Митинского, дом 4, ГП 3.8 4 подъезд	4	10	41.0	1	207	4100000	2023-03-13 05:12:22.130000+00:00	2023-08-01 00:04:42.827000+00:00
b50e0805-847f-49ae-8b7f-d93ef22980d5	320812	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2, квартира №108	ГП-7	2-комнатная квартира на ул. Александра Пушкина, д.3, к.1 ГП-7.11 2 подъезд	2	7	67.6	2	108	5800000	2023-08-27 12:11:50.852000+00:00	2023-09-01 17:10:30.524000+00:00
7555297c-1a48-4479-8616-42ce9670985e	322701	t-dsk.ru	ТДСК	ул. Монтажников, 42б. (ГП-6.1), подъезд 3, квартира №206	ГП-6	1-комнатная квартира на ул. Монтажников, 42б. ГП-6.1 3 подъезд	3	12	39.6	1	206	4350000	2023-12-15 18:52:40.866000+00:00	2024-04-01 19:49:51.775000+00:00
5b487eab-afea-4924-889f-2e31e08abcc5	320355	t-dsk.ru	ТДСК	ул. Монтажников, д. 40, подъезд 3, квартира №155		3-комнатная квартира на ул. Монтажников, дом 40 3 подъезд	3	2	86.8	3	155	7350000	2023-06-01 05:38:27.006000+00:00	2023-08-08 10:18:00.148000+00:00
46ff7d4e-63b1-41cc-a337-a117884a0a6d	320052	t-dsk.ru	ТДСК	ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1, квартира №47	ГП-7	1-комнатная квартира на ул. Александра Пушкина дом 3 (ГП-7.7) 1 подъезд	1	9	39.4	1	47	3800000	2023-04-21 12:31:18.408000+00:00	2023-09-11 10:04:41.869000+00:00
04d5bedb-2984-4d62-87c2-7e6789c24f19	321026	t-dsk.ru	ТДСК	ул. Монтажников, д.  42, (ГП-5.10), подъезд 1, квартира №32	ГП-5	1-комнатная квартира на  ул. Монтажников, 42 (ГП-5.10) 1 подъезд	1	7	28.5	1	32	3400000	2023-08-27 12:11:57.908000+00:00	2023-11-27 09:20:40.334000+00:00
cfc81811-3c94-41d8-a8a8-63228e710691	320499	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 8, подъезд 1, квартира №30		2-комнатная квартира на ул. Валентины Трофимовой, дом 8 1 подъезд	1	7	58.7	2	30	6300000	2023-06-19 12:56:26.160000+00:00	2023-07-04 09:40:55.647000+00:00
e045e52d-8de9-4527-96e9-eb9227abe626	320109	t-dsk.ru	ТДСК	ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2, квартира №104	ГП-7	3-комнатная квартира на ул. Александра Пушкина дом 3 (ГП-7.7) 2 подъезд	2	5	86.8	3	104	5950000	2023-04-21 12:30:39.410000+00:00	2023-07-04 18:36:00.032000+00:00
97ef8ecb-7670-4473-b157-cb0f25c2cea2	320023	t-dsk.ru	ТДСК	ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1, квартира №18	ГП-7	3-комнатная квартира на ул. Александра Пушкина дом 3 (ГП-7.7) 1 подъезд	1	4	86.7	3	18	5950000	2023-04-21 12:30:39.546000+00:00	2023-07-04 18:36:00.032000+00:00
ef766a76-1909-4a4d-bc69-eb3016c19347	321265	t-dsk.ru	ТДСК	ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1, квартира №47	ГП-5	1-комнатная квартира на  ул. Монтажников, 42а (ГП-5.11) 1 подъезд	1	9	39.4	1	47	4550000	2023-08-27 12:13:03.227000+00:00	2023-11-24 09:54:05.547000+00:00
9292e214-a764-472c-ba9a-74780ac44918	322043	t-dsk.ru	ТДСК	ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 2, квартира №152	ГП-5	1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 2 подъезд	2	13	40.3	1	152	4850000	2023-11-02 08:11:25.926000+00:00	2023-11-24 09:54:05.547000+00:00
938ccd51-8749-4e90-86b0-319084a1c8c7	321112	t-dsk.ru	ТДСК	ул. Монтажников, д.  42, (ГП-5.10), подъезд 2, квартира №118	ГП-5	1-комнатная квартира на  ул. Монтажников, 42 (ГП-5.10) 2 подъезд	2	8	39.4	1	118	4500000	2023-08-27 12:12:48.877000+00:00	2023-11-24 09:54:05.547000+00:00
a123fcae-b7e4-49b7-b7b9-e8c0302fac90	320091	t-dsk.ru	ТДСК	ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2, квартира №86	ГП-7	1-комнатная квартира на ул. Александра Пушкина дом 3 (ГП-7.7) 2 подъезд	2	2	39.4	1	86	3800000	2023-04-21 12:31:12.518000+00:00	2023-09-15 17:24:03.612000+00:00
06a7b5d1-3302-4c6c-9e2c-b6f43bf2065d	322767	t-dsk.ru	ТДСК	ул. Монтажников 42, к.1 (ГП-5-12), подъезд 1, квартира №25	ГП-5	2-комнатная квартира на ул. Монтажников 42, к.1 ГП-5-12 1 подъезд	1	7	67.6	2	25	6800000	2023-12-19 12:29:50.306000+00:00	2023-12-25 15:02:16.582000+00:00
1fff5765-f360-4ba8-bbd8-5778614708d7	319937	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 2, квартира №59	ГП-3	1-комнатная квартира на ул. Валентины Трофимовой, дом 2 корпус 1, ГП-3.3 2 подъезд	2	1	41.1	1	59	3800000	2023-04-21 12:31:24.544000+00:00	2023-08-16 17:02:13.166000+00:00
2447cfda-237b-43e5-b9d3-8c48f1d0ad53	322591	t-dsk.ru	ТДСК	ул. Монтажников, 42б. (ГП-6.1), подъезд 2, квартира №96	ГП-6	1-комнатная квартира на ул. Монтажников, 42б. ГП-6.1 2 подъезд	2	4	39.7	1	96	4350000	2023-12-15 18:52:47.516000+00:00	2023-12-25 15:02:16.582000+00:00
c67f8d79-9cb8-4167-b5a3-8f5362b49743	300680	t-dsk.ru	ТДСК	ул. Монтажников, д. 38, подъезд 2, квартира №127		1-комнатная квартира на ул. Монтажников, дом 38 2 подъезд	2	10	37.3	1	127	4000000	2023-03-13 05:11:59.379000+00:00	2023-07-04 18:36:00.032000+00:00
11877715-aa5d-4c43-989a-1962ace9e681	302527	t-dsk.ru	ТДСК	ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2, квартира №169	ГП-7	3-комнатная квартира на ул. Федора Достоевского, д. 24, ГП-7.10.3 2 подъезд	2	17	68.7	3	169	5250000	2023-03-13 05:10:51.578000+00:00	2023-07-04 18:36:00.032000+00:00
c518f658-3855-463b-ab47-07aefbe70ee6	320532	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 8, подъезд 1, квартира №63		1-комнатная квартира на ул. Валентины Трофимовой, дом 8 1 подъезд	1	14	27.0	1	63	3500000	2023-06-19 12:56:43.942000+00:00	2023-08-09 13:00:40.887000+00:00
de03f861-8bff-4474-adf0-199f1b153b45	321911	t-dsk.ru	ТДСК	ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 1, квартира №20	ГП-5	3-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 1 подъезд	1	5	69.2	3	20	7500000	2023-11-02 08:08:11.067000+00:00	2023-12-25 15:02:16.582000+00:00
3c3732a1-4fd4-4880-bcb2-63ea534198c8	239850	t-dsk.ru	ТДСК	ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1, квартира №1	ГП-7	2-комнатная квартира на ул. Федора Достоевского, 22 (ГП-7.10.2) 1 подъезд	1	1	53.0	2	1	4500000	2023-03-13 05:11:17.638000+00:00	2023-07-04 18:36:00.032000+00:00
9927dce5-4927-4c8c-965a-58fa67e2f559	251617	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 12, подъезд 1, квартира №34		1-комнатная квартира на ул. Валентины Трофимовой, дом 12 1 подъезд	1	7	37.4	1	34	4000000	2023-03-13 05:12:25.506000+00:00	2023-07-04 18:36:00.032000+00:00
bf91f48b-f99f-4f3d-a63c-0bba8cce1f79	320577	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 8, подъезд 2, квартира №108		1-комнатная квартира на ул. Валентины Трофимовой, дом 8 2 подъезд	2	6	26.8	1	108	3500000	2023-06-19 12:56:43.831000+00:00	2023-07-04 18:36:00.032000+00:00
6225c696-5cd9-46d6-a7e9-6db48a838850	240242	t-dsk.ru	ТДСК	ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7, квартира №375		1-комнатная квартира на ул. Александра Митинского, дом 4, ГП 3.8 7 подъезд	7	10	40.9	1	375	4100000	2023-03-13 05:12:18.121000+00:00	2023-07-04 18:36:00.032000+00:00
24eaaf5a-2e0e-4234-9eb7-edd5087dfd15	320021	t-dsk.ru	ТДСК	ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1, квартира №16	ГП-7	1-комнатная квартира на ул. Александра Пушкина дом 3 (ГП-7.7) 1 подъезд	1	4	37.3	1	16	3650000	2023-04-21 12:31:12.298000+00:00	2023-07-04 18:36:00.032000+00:00
a479e4cb-ef71-4203-80a0-e7ef97938ad2	300594	t-dsk.ru	ТДСК	ул. Монтажников, д. 38, подъезд 1, квартира №41		1-комнатная квартира на ул. Монтажников, дом 38 1 подъезд	1	8	39.5	1	41	4100000	2023-03-13 05:12:11.038000+00:00	2023-07-04 18:36:00.032000+00:00
795d8216-6c38-4f28-9aa6-ff97783bb323	320603	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 8, подъезд 2, квартира №133		1-комнатная квартира на ул. Валентины Трофимовой, дом 8 2 подъезд	2	11	40.2	1	133	4600000	2023-06-19 12:57:50.468000+00:00	2023-07-04 18:36:00.032000+00:00
f3e2c03e-0038-4c91-a337-f516c38bb33d	300624	t-dsk.ru	ТДСК	ул. Монтажников, д. 38, подъезд 1, квартира №71		1-комнатная квартира на ул. Монтажников, дом 38 1 подъезд	1	13	39.5	1	71	4100000	2023-03-13 05:12:10.939000+00:00	2023-07-04 18:36:00.032000+00:00
0cdd62d3-156d-47b7-ae17-fda609cebb7f	319918	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 1, квартира №40	ГП-3	2-комнатная квартира на ул. Валентины Трофимовой, дом 2 корпус 1, ГП-3.3 1 подъезд	1	10	67.5	2	40	6000000	2023-04-21 12:31:05.648000+00:00	2023-07-04 18:36:00.032000+00:00
d9f37790-d691-46c8-9392-c4ace4310b27	300586	t-dsk.ru	ТДСК	ул. Монтажников, д. 38, подъезд 1, квартира №33		1-комнатная квартира на ул. Монтажников, дом 38 1 подъезд	1	7	39.6	1	33	4100000	2023-03-13 05:12:11.076000+00:00	2023-07-04 18:36:00.032000+00:00
0862ae73-1297-4994-9ef1-76d1af5867e8	300636	t-dsk.ru	ТДСК	ул. Монтажников, д. 38, подъезд 1, квартира №83		1-комнатная квартира на ул. Монтажников, дом 38 1 подъезд	1	15	39.5	1	83	4100000	2023-03-13 05:12:10.899000+00:00	2023-07-04 18:36:00.032000+00:00
9852d614-d1d1-409f-8f7e-a9f3c37a5f9d	322375	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4, квартира №172	ГП-7	1-комнатная квартира на ул. Александра Пушкина, д.5, ГП-7.6 4 подъезд	4	6	41.0	1	172	3750000	2023-12-06 07:46:47.775000+00:00	2023-12-18 18:31:43.354000+00:00
1ad88cba-cfed-42c9-b5c1-42183c0f414c	322423	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 5, квартира №220	ГП-7	1-комнатная квартира на ул. Александра Пушкина, д.5, ГП-7.6 5 подъезд	5	4	41.0	1	220	3750000	2023-12-06 07:46:47.572000+00:00	2023-12-12 15:52:56.183000+00:00
40565cb7-3b7c-4503-b126-9ddc067e01c1	321346	t-dsk.ru	ТДСК	ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2, квартира №128	ГП-5	1-комнатная квартира на  ул. Монтажников, 42а (ГП-5.11) 2 подъезд	2	10	39.7	1	128	4500000	2023-08-27 12:12:40.169000+00:00	2023-10-04 16:15:57.300000+00:00
f81a6511-1c95-4fa6-81d4-ef8a247295fc	322372	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4, квартира №169	ГП-7	1-комнатная квартира на ул. Александра Пушкина, д.5, ГП-7.6 4 подъезд	4	5	40.9	1	169	3750000	2023-12-06 07:46:47.787000+00:00	2023-12-19 21:26:11.065000+00:00
3ad83293-d5d1-4abd-9962-aff5f9164e1a	320282	t-dsk.ru	ТДСК	ул. Монтажников, д. 40, подъезд 1, квартира №82		1-комнатная квартира на ул. Монтажников, дом 40 1 подъезд	1	15	37.3	1	82	4100000	2023-06-01 05:39:12.166000+00:00	2023-09-25 18:13:50.818000+00:00
cd1a92bf-cc64-4b60-9583-74639ae32647	322242	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 1, квартира №39	ГП-7	1-комнатная квартира на ул. Александра Пушкина, д.5, ГП-7.6 1 подъезд	1	11	40.9	1	39	3750000	2023-12-06 07:46:54.977000+00:00	2023-12-19 21:26:11.065000+00:00
594b5869-8718-4733-ac62-5c9a3c1a4504	322383	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4, квартира №180	ГП-7	1-комнатная квартира на ул. Александра Пушкина, д.5, ГП-7.6 4 подъезд	4	8	41.0	1	180	3750000	2023-12-06 07:46:47.720000+00:00	2023-12-19 21:26:11.065000+00:00
41db8cec-c99f-4771-b6dd-89a9eedbf0c3	322364	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 4, квартира №161	ГП-7	1-комнатная квартира на ул. Александра Пушкина, д.5, ГП-7.6 4 подъезд	4	3	40.9	1	161	3750000	2023-12-06 07:46:51.170000+00:00	2023-12-12 15:52:56.183000+00:00
039e445d-f5d3-4593-b719-259d1df479d3	322311	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 5, (ГП-7.6), подъезд 3, квартира №108	ГП-7	1-комнатная квартира на ул. Александра Пушкина, д.5, ГП-7.6 3 подъезд	3	4	40.8	1	108	3750000	2023-12-06 07:46:51.393000+00:00	2023-12-19 21:26:11.065000+00:00
90054a01-d045-438a-b9ab-f2cd945e2683	320248	t-dsk.ru	ТДСК	ул. Монтажников, д. 40, подъезд 1, квартира №48		3-комнатная квартира на ул. Монтажников, дом 40 1 подъезд	1	9	86.6	3	48	7350000	2023-06-01 05:38:30.191000+00:00	2023-09-22 18:53:53.802000+00:00
1256b59f-dd77-4a4d-8937-35195fec72ea	321161	t-dsk.ru	ТДСК	ул. Монтажников, д.  42, (ГП-5.10), подъезд 3, квартира №167	ГП-5	1-комнатная квартира на  ул. Монтажников, 42 (ГП-5.10) 3 подъезд	3	4	37.2	1	167	4300000	2023-08-27 12:12:26.931000+00:00	2024-01-22 11:06:52.026000+00:00
ac5dab46-4932-4923-914c-10bfb17dcd10	251642	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 12, подъезд 1, квартира №59		1-комнатная квартира на ул. Валентины Трофимовой, дом 12 1 подъезд	1	11	39.7	1	59	4500000	2023-03-13 05:12:29.348000+00:00	2023-10-23 06:52:24.065000+00:00
f97aa317-c048-4653-b8da-dbd3232f8c94	320244	t-dsk.ru	ТДСК	ул. Монтажников, д. 40, подъезд 1, квартира №44		1-комнатная квартира на ул. Монтажников, дом 40 1 подъезд	1	9	28.5	1	44	3100000	2023-06-01 05:38:41.237000+00:00	2023-08-01 00:04:42.827000+00:00
96524ff6-11b1-4e86-ab6f-c25448318326	320258	t-dsk.ru	ТДСК	ул. Монтажников, д. 40, подъезд 1, квартира №58		1-комнатная квартира на ул. Монтажников, дом 40 1 подъезд	1	11	37.3	1	58	4100000	2023-06-01 05:39:12.215000+00:00	2023-09-22 09:58:29.492000+00:00
3d1d4093-dad1-4991-a983-512bce7372f9	322157	t-dsk.ru	ТДСК	ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №266	ГП-5	1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд	3	18	39.7	1	266	4850000	2023-11-02 08:11:25.289000+00:00	2023-11-13 02:47:29.031000+00:00
29b77a2b-dc55-433a-88b0-881348b760c2	321591	t-dsk.ru	ТДСК	ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №24	ГП-7	1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд	1	6	39.9	1	24	4400000	2023-10-06 12:53:40.358000+00:00	2023-12-18 09:33:59.627000+00:00
ea301b58-be78-46bc-80ec-1a79c8585aea	320759	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1, квартира №55	ГП-7	2-комнатная квартира на ул. Александра Пушкина, д.3, к.1 ГП-7.11 1 подъезд	1	10	56.2	2	55	5150000	2023-08-27 12:11:40.473000+00:00	2023-11-09 09:47:42.837000+00:00
dd1e3667-12ef-4b39-9a9d-b11c4c34cb2f	321586	t-dsk.ru	ТДСК	ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №19	ГП-7	1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд	1	5	40.1	1	19	4400000	2023-10-06 12:53:40.411000+00:00	2023-12-21 10:40:01.285000+00:00
58f4d7ec-88be-4bad-b671-135984c16a19	322156	t-dsk.ru	ТДСК	ул. Константина Посьета, д.  4к1, (ГП-5.2), подъезд 3, квартира №265	ГП-5	1-комнатная квартира на ул. Константина Посьета, 4к1 (ГП-5.2) 3 подъезд	3	18	26.8	1	265	3900000	2023-11-02 08:09:49.068000+00:00	2023-12-14 15:55:58.327000+00:00
4c3e927a-6a8d-4c1f-acdd-b380613cf183	320375	t-dsk.ru	ТДСК	ул. Монтажников, д. 40, подъезд 3, квартира №175		3-комнатная квартира на ул. Монтажников, дом 40 3 подъезд	3	6	86.4	3	175	7350000	2023-06-01 05:38:26.909000+00:00	2023-08-29 17:45:43.168000+00:00
8dc5f353-a8d2-48eb-a2b2-b0e2fa8a248e	320224	t-dsk.ru	ТДСК	ул. Монтажников, д. 40, подъезд 1, квартира №24		3-комнатная квартира на ул. Монтажников, дом 40 1 подъезд	1	5	86.9	3	24	7350000	2023-06-01 05:38:30.241000+00:00	2023-09-18 07:47:14.502000+00:00
5e87420e-e319-496d-af50-52d97d38458c	320079	t-dsk.ru	ТДСК	ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1, квартира №74	ГП-7	1-комнатная квартира на ул. Александра Пушкина дом 3 (ГП-7.7) 1 подъезд	1	14	28.8	1	74	2700000	2023-04-21 12:31:08.952000+00:00	2023-07-21 23:18:16.504000+00:00
3228dd0f-7ae0-4c34-9dbb-e7ae1575bf38	320483	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 8, подъезд 1, квартира №14		1-комнатная квартира на ул. Валентины Трофимовой, дом 8 1 подъезд	1	4	40.2	1	14	4600000	2023-06-19 12:57:56.904000+00:00	2023-07-04 09:40:55.647000+00:00
43fa8e0d-4d80-4a27-a13a-3e035ce99760	320495	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 8, подъезд 1, квартира №26		3-комнатная квартира на ул. Валентины Трофимовой, дом 8 1 подъезд	1	7	69.6	3	26	7600000	2023-06-19 12:56:09.106000+00:00	2023-10-25 12:28:25.812000+00:00
2f3f8097-1722-4fad-9170-d50359fc4b76	251748	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 12, подъезд 2, квартира №165		1-комнатная квартира на ул. Валентины Трофимовой, дом 12 2 подъезд	2	15	37.3	1	165	4200000	2023-03-13 05:12:25.303000+00:00	2023-10-12 11:53:05.132000+00:00
5b6c7c61-39c4-4bdf-abf9-a58ccc679992	300601	t-dsk.ru	ТДСК	ул. Монтажников, д. 38, подъезд 1, квартира №48		3-комнатная квартира на ул. Монтажников, дом 38 1 подъезд	1	9	86.6	3	48	7250000	2023-03-13 05:11:13.953000+00:00	2023-08-10 06:49:03.067000+00:00
19f17439-8230-4f84-970d-c080c27e1262	321007	t-dsk.ru	ТДСК	ул. Монтажников, д.  42, (ГП-5.10), подъезд 1, квартира №13	ГП-5	2-комнатная квартира на  ул. Монтажников, 42 (ГП-5.10) 1 подъезд	1	4	56.0	2	13	5950000	2023-08-27 12:11:54.411000+00:00	2023-08-29 17:45:43.168000+00:00
58e43e30-bf60-4137-939f-94de7a72a2d6	320736	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1, квартира №32	ГП-7	1-комнатная квартира на ул. Александра Пушкина, д.3, к.1 ГП-7.11 1 подъезд	1	6	28.6	1	32	2800000	2023-08-27 12:11:57.690000+00:00	2023-08-28 14:59:22.760000+00:00
6d3633d8-b5b8-4867-83f3-1a114cf9bb8b	321411	t-dsk.ru	ТДСК	ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3, квартира №193	ГП-5	1-комнатная квартира на  ул. Монтажников, 42а (ГП-5.11) 3 подъезд	3	9	39.7	1	193	4500000	2023-08-27 12:12:36.512000+00:00	2024-01-15 18:00:07.619000+00:00
2eff2f0e-5d0e-44e2-9915-3189b794d4e7	320528	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 8, подъезд 1, квартира №59		1-комнатная квартира на ул. Валентины Трофимовой, дом 8 1 подъезд	1	13	40.4	1	59	4600000	2023-06-19 12:57:53.705000+00:00	2023-08-05 02:04:43.879000+00:00
48225d58-f230-4e87-afcd-6ab4202ce29e	320855	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3, квартира №151	ГП-7	2-комнатная квартира на ул. Александра Пушкина, д.3, к.1 ГП-7.11 3 подъезд	3	4	67.6	2	151	5800000	2023-08-27 12:11:47.736000+00:00	2023-12-06 16:41:35.966000+00:00
3cb66602-34a8-4821-be3d-da8a3f0a3d5c	320817	t-dsk.ru	ТДСК	ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2, квартира №113	ГП-7	1-комнатная квартира на ул. Александра Пушкина, д.3, к.1 ГП-7.11 2 подъезд	2	8	41.0	1	113	3950000	2023-08-27 21:08:14.983000+00:00	2023-11-29 14:55:26.402000+00:00
5f1637d2-fe02-4f79-8153-249fc3a0fb84	300604	t-dsk.ru	ТДСК	ул. Монтажников, д. 38, подъезд 1, квартира №51		1-комнатная квартира на ул. Монтажников, дом 38 1 подъезд	1	10	39.6	1	51	4100000	2023-03-13 05:12:11.008000+00:00	2023-08-10 06:49:03.067000+00:00
a5f3d0a0-a190-4013-b76b-a6d762b4b228	320071	t-dsk.ru	ТДСК	ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1, квартира №66	ГП-7	3-комнатная квартира на ул. Александра Пушкина дом 3 (ГП-7.7) 1 подъезд	1	12	86.7	3	66	5950000	2023-04-21 12:30:42.701000+00:00	2023-08-16 17:02:13.166000+00:00
7c5dc8b9-16b9-4c26-a7b4-7213a03873bd	320383	t-dsk.ru	ТДСК	ул. Монтажников, д. 40, подъезд 3, квартира №183		1-комнатная квартира на ул. Монтажников, дом 40 3 подъезд	3	7	39.6	1	183	4250000	2023-06-01 05:39:31.492000+00:00	2023-08-10 15:43:52.038000+00:00
61d465ba-04bb-4674-8ccd-c8bb048ad315	300722	t-dsk.ru	ТДСК	ул. Монтажников, д. 38, подъезд 3, квартира №169		3-комнатная квартира на ул. Монтажников, дом 38 3 подъезд	3	4	86.6	3	169	7250000	2023-03-13 05:11:09.911000+00:00	2023-08-11 09:31:48.747000+00:00
ec60dd87-19d1-4a54-b0ba-9bad81a2b392	321445	t-dsk.ru	ТДСК	ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10, квартира №512		2-комнатная квартира на ул. Александра Митинского, дом 4, ГП 3.8 10 подъезд	10	2	67.0	2	512	6600000	2023-08-28 06:04:34.525000+00:00	2023-10-26 15:16:07.485000+00:00
29da8baa-c27e-471b-b968-e42f5e802bad	320587	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 8, подъезд 2, квартира №117		1-комнатная квартира на ул. Валентины Трофимовой, дом 8 2 подъезд	2	8	26.7	1	117	3500000	2023-06-19 12:56:43.804000+00:00	2023-08-02 20:38:02.134000+00:00
fcdd6466-f3f4-4187-980f-0e0600447d62	320573	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 8, подъезд 2, квартира №104		1-комнатная квартира на ул. Валентины Трофимовой, дом 8 2 подъезд	2	5	40.1	1	104	4600000	2023-06-19 12:57:53.489000+00:00	2023-08-02 20:38:02.134000+00:00
bb331d93-93d3-4b28-98b6-b10df4352b20	240234	t-dsk.ru	ТДСК	ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7, квартира №367		1-комнатная квартира на ул. Александра Митинского, дом 4, ГП 3.8 7 подъезд	7	8	41.0	1	367	4100000	2023-03-13 05:12:21.849000+00:00	2023-08-04 08:16:59.155000+00:00
869bc80c-ed22-4896-8070-5d3f2fe67e62	321596	t-dsk.ru	ТДСК	ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1, квартира №29	ГП-7	1-комнатная квартира на ул. Федора Достоевского, 26 (ГП-7.1) 1 подъезд	1	7	40.1	1	29	4400000	2023-10-06 12:53:40.324000+00:00	2024-02-26 19:48:11.631000+00:00
7a4564d9-aeec-4d2d-b8cb-c2bb36a895ea	320322	t-dsk.ru	ТДСК	ул. Монтажников, д. 40, подъезд 2, квартира №122		1-комнатная квартира на ул. Монтажников, дом 40 2 подъезд	2	9	37.2	1	122	4100000	2023-06-01 05:39:12.070000+00:00	2023-09-07 07:52:52.528000+00:00
79680b68-e743-4141-ba79-05c445f110ff	320472	t-dsk.ru	ТДСК	ул. Валентины Трофимовой, д. 8, подъезд 1, квартира №3		1-комнатная квартира на ул. Валентины Трофимовой, дом 8 1 подъезд	1	2	26.9	1	3	3500000	2023-06-19 12:56:47.177000+00:00	2023-08-05 02:04:43.879000+00:00
5bfd6220-6bee-4d57-935a-e29843013753	320063	t-dsk.ru	ТДСК	ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1, квартира №58	ГП-7	1-комнатная квартира на ул. Александра Пушкина дом 3 (ГП-7.7) 1 подъезд	1	11	37.3	1	58	3650000	2023-04-21 12:31:18.376000+00:00	2023-08-16 17:02:13.166000+00:00
